Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
147039.0,0.092776031,-4.258837385,-3.275115468,-0.520346671,-0.320209305,1.404412415,0.838895808,-0.005093667,-0.844639261,0.425485142,0.883814757,-0.333409851,-0.632311305,0.739547646,0.281592068,0.339898179,0.713991841,-1.89021552,-0.183746964,2.003942321,0.987473462,0.486869498,-0.870540234,-0.867180155,-0.316223388,-0.050946858,-0.216285594,0.090098502,1065.62,0
164776.0,1.947737003,0.00989856,-1.24477626,1.302382722,0.040133124,-1.067378767,0.301814254,-0.311473419,0.330880646,0.32818885,-0.865231302,-0.142368374,-0.600555404,0.643363318,0.646477614,-0.061264174,-0.526809204,-0.009001148,-0.695012488,-0.237873447,0.279370363,0.832768506,-0.026909674,-0.020474602,0.268849763,-0.425449009,-0.00559855,-0.046730211,42.8,0
44390.0,-0.386835727,-0.701760874,-0.434513993,-4.519508745,1.794634455,2.790930317,0.029561182,0.427494189,0.192987142,-0.786074821,-0.093821062,-0.014717664,0.193977941,0.05335209,1.869121331,-2.327739264,-0.415427322,1.999522348,0.870988018,-0.226886848,-0.355981037,-0.447652242,-0.159429458,0.983600948,0.083496617,-0.896496657,-0.08011913,-0.065376081,71.65,0
75802.0,-4.666065265,2.711402608,-0.354696687,-1.650267658,-3.796976369,-0.609154446,-2.996684115,3.334167619,-0.831147119,0.278483547,-1.169560843,0.858096145,0.732706375,1.268273934,1.034353063,-0.136552172,0.973468523,1.330170048,-2.339249072,-0.337678434,-0.006170608,0.004763946,0.169042614,0.405748398,0.35786124,1.105973178,0.04315875,0.027572525,17.5,0
55407.0,-0.90282005,1.744396587,1.727771697,2.551668757,0.221096003,0.4100873,0.404483968,0.212961988,-1.937631927,0.946264515,0.978338646,0.597004604,1.085300386,0.307946045,0.508616602,0.159539907,-0.332914469,0.657082755,1.213444311,0.176188139,0.184812894,0.481798486,-0.383801582,0.037904143,0.275599946,0.300108926,-0.488075324,-0.21138098,2.28,0
47658.0,1.470801835,-1.178950111,0.309906117,-1.493651611,-1.377094096,-0.424619533,-1.052766279,-0.117825585,-1.644373947,1.401944139,-1.226445791,-1.270271308,0.399653752,-0.363505526,0.85338534,0.075945566,0.137861906,0.234644004,0.06401972,-0.219351623,-0.399024956,-0.913546011,0.038168728,-0.506589055,0.216715679,-0.362360594,0.031201304,0.028925078,60.0,0
165981.0,-5.766878735,-8.402153678,0.056543246,6.950982945,9.880564026,-5.773191769,-5.748879199,0.721742894,-1.076273579,2.688669933,-1.475145316,-0.050467984,0.113500475,0.984343616,0.363968739,-0.674356809,0.327463514,0.091469915,1.307940738,2.493223891,0.880395097,-0.130435548,2.241471414,0.665345537,-1.890041422,-0.120802764,0.073268559,0.583799418,0.0,1
160870.0,-0.644277679,5.002352426,-8.25273876,7.756914712,-0.216267318,-2.751496118,-3.358857315,1.406268091,-4.403851717,-5.945633973,4.475904673,-7.607261464,-0.16072312,-13.01074937,1.094381819,-2.864039118,-2.871341529,-0.18061356,0.64770888,0.816557859,0.58772752,-0.605759173,0.033745546,-0.756169511,-0.008171625,0.532772006,0.663969505,0.192066835,0.77,1
32617.0,1.017172156,-1.811614899,-0.322945597,-1.263323195,0.506536012,4.283096899,-1.725749429,1.107990222,0.341236835,0.277284664,-0.796863761,-0.291924523,0.052982712,-1.044037641,-0.91510309,0.972618906,0.32337749,-0.951850152,1.275382071,0.542553277,0.148962298,0.151371003,-0.255705581,1.069570667,0.537178001,-0.122966635,0.041839703,0.052282882,192.63,0
71041.0,1.393659902,-1.143268516,0.189586891,-1.354231205,-1.397668591,-0.755521565,-0.804563923,-0.070905188,-1.791150374,1.417077375,-0.429926021,-1.690029977,-1.431682505,0.275779577,0.958365028,-0.631737769,0.948874743,-0.793542806,-0.336972208,-0.392173357,-0.611878141,-1.622015393,0.302765984,-0.069176992,-0.066786685,-0.610308401,0.013268587,0.025264015,59.95,0
132815.0,2.123341465,-0.257764412,-1.466731378,-0.714224555,0.026685053,-1.049024827,0.096077396,-0.281467676,0.837886374,-0.213484934,-0.710654371,0.216842851,-0.204543488,0.416301427,0.662811352,-0.073085825,-0.315796101,-0.761807095,0.514275884,-0.172806401,-0.306539643,-0.838143053,0.384607583,0.675921437,-0.370398922,0.512908307,-0.109321375,-0.061376834,4.0,0
68112.0,1.35717774,-0.67994588,0.087064534,-0.95496804,-0.593419972,0.08931516,-0.76577489,0.163271498,-0.824956267,0.790570745,0.847597196,-0.686036435,-1.001196102,0.274349042,0.456658745,1.266302598,0.10020343,-0.962782421,0.713251471,0.014300331,0.171690674,0.346468045,-0.106086601,-0.668625498,0.443056795,-0.150128961,0.006418264,-0.005715472,20.0,0
169928.0,-0.809194158,0.88793873,0.325268928,0.185912705,-0.440904148,-0.50904875,-0.142350129,0.214690951,1.098340544,-0.367065425,-0.481505255,0.424044558,0.902500995,-1.7343228,1.000051106,0.396956167,0.522390041,0.773072984,0.027215179,0.128872659,0.028454336,0.503251438,0.048380055,-0.102184272,-1.03702015,-0.468858254,0.063010904,0.009545884,39.83,0
148342.0,-0.691695269,-0.968521946,2.161469652,-2.02323649,-0.698637366,-0.205228782,-0.910625103,0.303707339,-0.577270877,-0.029594231,0.580155579,0.800389506,1.10832346,-0.69344279,-0.522861021,-0.503615988,-0.790787844,1.977847651,-1.2723948,-0.239902016,0.054722961,0.507094198,0.191537257,0.071294135,-1.042238954,1.110318405,0.114222947,0.187058182,44.0,0
802.0,1.0820906,0.018692272,0.73133346,1.382842166,-0.413955263,0.195789893,-0.261843447,0.215722182,0.303026226,0.016258307,1.171139225,1.099836763,-0.650503072,0.177905203,-0.876590101,-0.543757423,0.128695701,-0.364846987,-0.18261615,-0.20423092,0.030668366,0.309696502,-0.078757962,0.234445412,0.59287857,-0.270832966,0.047454909,0.010357385,11.99,0
100358.0,1.964903967,0.238552499,-1.594203923,1.397272881,0.765377883,-0.450469105,0.44524276,-0.2994295,1.187008349,0.04281647,1.664241726,-1.459018828,1.473406699,2.119816665,-1.976929019,-0.500877184,0.278389429,0.206854929,-0.074436285,-0.245022187,-0.043664611,0.228169768,0.010441378,0.712809485,0.431703324,-0.589811085,-0.05626706,-0.066638346,29.7,0
27146.0,0.096290148,0.649109015,0.306261595,0.377864068,0.337841447,0.119738502,0.151469407,0.325955622,0.251448471,-0.653139358,1.091959586,0.664064737,-0.301584564,-1.532896494,-0.948928041,0.087407224,0.979621022,0.317749203,-0.034175806,0.046520146,-0.076428926,0.114429699,0.013506658,-0.379197967,-0.344007145,0.32020001,0.236549536,0.003131954,12.31,0
121842.0,1.203808197,-1.859793187,-3.741162552,-1.645641583,1.170443776,0.387976962,1.183470566,-0.174911093,0.762496051,-0.901113908,1.063952357,1.008562359,-0.615702916,1.34525239,0.69531439,-1.959913075,0.482532156,-0.929825945,0.274334659,0.636664312,0.64881155,1.133880248,-0.621442471,-0.819265629,0.533884937,0.246356431,-0.130009118,-0.033282384,465.0,0
34634.0,0.333499491,1.699873446,-2.596561167,3.643945269,-0.585067615,-0.654658532,-2.27578851,0.675228969,-2.042415924,-2.83487116,2.802005126,-4.392732438,-1.36967145,-5.327286652,0.163158962,-1.359389477,-5.095182879,-0.338012656,-0.124137989,0.329341714,0.469211945,-0.144362651,-0.317980934,-0.76964431,0.807854588,0.228164299,0.551001874,0.30547342,18.96,1
158367.0,-2.850053932,-0.576057447,-3.033597443,0.519115127,3.139702421,-2.982137042,-0.269201479,0.377441751,-0.740350593,-1.659318311,-0.335182902,0.537733682,1.184275706,-2.052589683,-0.567125756,0.585309665,2.301222748,0.605257134,-0.472767124,-0.230991032,0.114756327,0.23635177,-1.074304704,0.708844371,-0.75340596,0.46799951,0.56988776,-0.519821207,0.76,0
40821.0,-0.166822028,-3.130053849,1.424772521,1.715531434,-2.717263996,1.204849066,-0.873728574,0.337368278,0.780308317,0.068319759,-1.282786862,0.487068505,-0.179132188,-1.107929965,-1.260204498,-2.17641118,0.934708992,1.017525232,-1.420655899,0.722763351,0.169433663,-0.003497225,-0.588637963,0.442808347,0.098035978,-0.157277358,0.0375421,0.161468568,675.49,0
170311.0,2.035283033,0.084801747,-1.523193929,0.105309081,0.496703712,-0.661186831,0.322447755,-0.211204702,0.061536768,0.131169105,1.277872974,1.398622872,0.576520674,0.680117803,-0.031713397,-0.119259374,-0.693196987,-0.181929707,0.227237585,-0.175694752,-0.076031479,-0.164636559,0.25301658,0.69538995,-0.010442901,-0.544270218,-0.030230802,-0.057020714,2.0,0
137422.0,2.053970842,0.111958157,-1.802629074,0.230342307,0.631053449,-0.383685115,0.085545483,-0.078668126,0.232582648,-0.212938274,0.891009418,0.815102393,0.177130039,-0.694680233,-0.489650602,0.592243382,0.106808778,0.266259862,0.45310836,-0.126911444,-0.330990799,-0.874503799,0.289447971,0.189747408,-0.243619774,0.172106936,-0.065861101,-0.043400023,1.29,0
100409.0,-0.342387451,-0.196129325,1.201253944,-1.327419378,-0.741833386,-0.570305858,-0.574234818,-0.228333123,0.958406531,0.249668796,0.178576865,-3.338907859,2.052729923,0.782320403,0.078996146,1.394803626,0.590052546,-0.560052274,0.258708199,-0.165678264,0.286211748,1.048439217,0.12862283,-0.054182445,-1.689067103,-0.481259378,-0.063310248,0.324557559,49.83,0
61948.0,-0.852968594,0.864940114,1.191680542,-0.484120847,0.809050806,1.619338278,0.193145068,0.767112063,-0.303990358,0.002012113,1.807816622,0.364370034,-1.097993155,0.573292209,1.390527757,-0.744670036,0.488171082,-1.582424289,-1.145290729,0.041044386,-0.121926474,-0.154247432,0.074624281,-1.400939946,-0.477917132,0.211283854,0.435962605,0.148841969,7.99,0
131452.0,-0.952822051,0.301406746,-0.015497541,-1.881402906,-0.717761194,0.059167831,-1.049286855,1.106264338,0.710896732,-1.065748996,0.139243625,0.463991061,-0.562747902,0.657792045,0.685727775,1.22707832,-0.836765378,1.02658825,0.151076498,-0.462986608,0.235390543,0.298200946,0.008902844,0.241879034,-0.854061922,0.401377714,-0.412559182,-0.24528016,32.82,0
115798.0,1.920221437,0.235609967,-0.458810495,3.88035585,0.288576145,0.749050012,-0.305022635,0.188223243,-0.081953085,1.316561799,-2.173488044,-0.690605893,-1.09443426,-0.154894472,-1.775821325,0.539619035,-0.464762114,-0.213109847,-1.129798284,-0.350308305,0.045631395,0.335395232,0.089988047,0.451122432,0.128966403,0.120921337,-0.0149489,-0.045240787,1.51,0
103025.0,1.923635238,-0.355877239,0.0984882,0.187190926,-0.837421365,-0.385721979,-0.888349756,0.029841105,2.553261118,-0.498475474,2.102190362,-1.34527811,1.685189717,1.64869102,0.1737776,0.531895783,-0.239293502,1.045940719,-0.326037292,-0.250127906,0.001658016,0.336814499,0.293774287,-0.075893964,-0.45224951,-0.763710785,0.037837455,-0.039420789,10.82,0
24375.0,1.278303405,-0.787642854,-1.466128498,-1.561126289,1.725751088,3.040497245,-0.670727003,0.557800926,0.060463909,0.271611032,1.041061631,-3.16791463,1.766846513,1.657097598,-0.026817797,1.242883286,0.599471208,-1.182044077,0.930712995,0.368636985,-0.341554544,-1.272446357,0.009118924,0.917565541,0.444837545,-0.564782597,-0.060986136,0.020116727,121.0,0
79009.0,-0.605505125,1.282684254,1.219544447,-0.113742138,0.077868533,-0.66944879,0.617042482,0.065515422,-0.516968414,-0.043806,1.567511939,0.804984831,0.383972649,-0.373100247,0.169752348,0.541630904,-0.271872141,0.297841251,0.167109761,0.272886231,-0.23881841,-0.570062267,-0.021674941,0.283769448,-0.127102126,0.058062815,0.349769424,0.15001328,1.79,0
144486.0,-0.73918981,-0.134901869,1.326336659,-2.420938768,-0.051197167,-0.247113143,-0.255727754,0.237748843,-0.760856839,0.227008899,0.650960737,-0.382124852,-0.565616071,-0.343207253,-1.089008611,1.654321331,-0.396099,-0.851763317,0.254089314,0.087322071,0.03049587,-0.02893172,-0.007624978,0.717636724,-0.446000522,-0.64418008,0.2491633,0.215877216,11.99,0
155516.0,1.911464806,0.450069801,-0.574954592,3.920565971,0.291036723,-0.052380389,0.136529322,-0.100839938,-0.615584445,1.380776458,-1.636711187,-0.192535229,-0.151347466,-0.003643145,-1.513406365,0.491836859,-0.556340919,-0.472008786,-1.290600978,-0.300017038,0.068425386,0.370268775,0.060277822,-0.115442315,0.148695504,0.104013173,-0.027900347,-0.051377352,11.37,0
111675.0,-1.210475586,-1.186077383,1.115949404,-0.202103251,0.234418371,-1.014536762,0.33838465,0.080020568,0.533067913,-0.973965853,-1.116694628,-0.4052574,-0.846176821,0.166103373,0.747668886,0.459407023,-0.718979812,0.280403573,-0.406154217,0.537181812,0.089917462,-0.479130121,0.692103849,-0.132879982,-0.075115067,-0.610494666,-0.090292023,0.029432421,219.0,0
92092.0,-1.108478219,3.448952572,-6.216971806,3.021051618,-0.529900932,-2.551375175,-2.001742908,1.092432374,-0.836098369,-4.095648973,2.425950716,-6.067261945,1.83243272,-3.501702516,-1.004008205,-3.501281103,-2.941876324,-1.125741062,0.373714808,-0.068598381,0.825951491,1.14416979,0.208559482,-0.295497424,-0.690232196,-0.364749076,0.22932722,0.208829892,18.0,1
42164.0,-0.792633355,1.493088422,1.550266696,2.602976498,-0.576571782,0.711052921,0.21702396,0.378714146,-1.18649669,1.239378634,0.69304842,-0.076803242,-0.155560372,0.340815238,0.822014893,0.539185871,-0.463148106,1.087400603,0.957739039,0.15119922,0.221237119,0.752788326,-0.108405807,-0.001704005,-0.527434525,0.202333339,-0.087382401,-0.094688372,72.35,0
153061.0,-0.391963752,1.419170529,-0.844605417,-0.563525165,0.553757433,-0.918027107,0.725225976,0.14690856,-0.023710064,-0.209107942,-1.590577187,0.161936913,0.687463453,0.527902859,0.42520028,-0.166740879,-0.593350573,0.344052373,0.260266992,0.0465694,0.341402454,1.223963487,-0.164078638,-0.605501857,-0.606682783,-0.17400097,0.493240877,0.313968125,0.76,0
119807.0,1.932489726,-1.426703382,-0.620393331,-0.674915112,-1.393199533,-0.731565426,-0.918531771,-0.096750812,0.299541462,0.713368965,-1.031331646,-1.086769216,-0.903583879,-0.229989839,0.363272008,1.17854124,0.237041674,-1.055286265,0.36789152,0.126869785,0.38169486,0.879760843,0.044818136,-0.07107931,-0.237658356,-0.088970548,-0.015878323,-0.03124088,129.0,0
75286.0,1.261229481,-0.115456058,-1.726293019,0.334746082,0.65846152,-1.175695266,1.181930273,-0.729933718,-2.031492723,0.878499048,-1.224494272,0.007855069,1.181858109,0.668399443,-0.076930813,-2.25182342,-0.111490126,0.97711069,-0.625462409,-0.224041614,-0.039605784,0.220663763,-0.65091518,-0.381787672,1.565054562,0.187847098,-0.062631873,0.002288121,138.43,0
49681.0,-0.79819036,0.642563215,1.45976786,0.14017978,0.449406344,0.415548451,0.912283954,0.268461856,-0.416582705,-0.692001351,0.458062818,0.289496152,-1.224570663,0.296871743,-1.309145246,-0.222477398,-0.30345489,-0.139745184,-0.49712421,-0.11115385,0.037760632,0.073336386,-0.167479374,-0.332374702,0.309320009,-0.460135605,0.073693159,0.088883092,65.86,0
35531.0,0.039727209,0.324801217,-0.492264475,-1.7799707,1.696449047,3.82293513,-1.683730057,-1.691124892,-0.224141459,-1.11000707,-0.174996204,0.228926701,-0.223818079,0.593813856,0.923410789,1.328242925,-1.061120561,-0.02251546,-0.626818898,0.679484607,-1.529019607,-0.67093839,0.0671508,1.012045829,0.785662191,0.750560301,-0.112818079,0.099721082,16.88,0
54826.0,0.730620155,-0.891421582,0.690064034,1.227262304,-0.83017256,0.649647723,-0.442146958,0.282980239,0.801376974,-0.109843511,0.016177607,0.419160202,-0.786059342,0.021780071,-0.33317271,0.587808955,-0.739563379,0.860930325,0.323384922,0.304686834,0.061438268,-0.206621804,-0.307667053,-0.51279691,0.380716327,-0.39584062,0.018944594,0.057030943,235.4,0
124151.0,-0.264227908,0.504424879,-0.515682995,-0.874779359,2.136624496,1.0867511,0.962710167,0.30920506,-0.397825514,-0.764801635,-0.379798021,0.135773666,-0.536212681,0.526438849,0.179912647,-1.853867327,0.982632392,-2.500965212,-1.430462469,-0.271213741,0.252953792,0.951374161,-0.014638578,-0.624359579,-0.741253189,0.567595231,0.18286375,0.187834705,5.0,0
71953.0,-1.524676189,0.47850459,2.56043534,2.777270499,-0.08744845,1.615519585,0.373877994,0.025247294,-0.834204831,1.189221139,1.08862589,0.475973421,0.70774665,-0.582813261,0.57420601,-0.01226521,-0.200878499,0.307212337,0.999966403,-0.120257184,-0.035850345,0.445704716,0.105512396,-0.270777043,-0.021376041,0.209390616,-0.504607501,0.039069523,102.69,0
73808.0,-6.356880553,5.531592421,-4.14326493,-0.20598552,-3.462445319,-1.237032721,-3.236434129,4.723773431,-0.409969665,0.074690948,-2.204876446,1.974015282,1.827707149,2.125401999,0.592147032,1.736416201,1.41788986,0.28109243,-0.143682798,0.270793568,-0.148365822,-1.137470268,0.468312464,-0.535309286,0.734165702,0.187795542,-0.066845829,-0.015536733,12.99,0
33197.0,1.176114707,-0.318535056,0.983456584,0.711146747,-0.791492528,0.409830575,-0.812024571,0.323851341,1.178261454,-0.240458532,-1.200580512,-0.398678023,-1.319369472,-0.124106296,0.644108383,0.082074889,0.004960454,-0.347715144,-0.200910071,-0.212448584,-0.114498274,-0.162664026,0.017847917,-0.429565134,0.200164167,0.382644341,0.023840434,0.015313108,6.89,0
64741.0,1.237284792,0.695661565,-0.353485032,1.355506836,0.047585918,-1.254263786,0.284144568,-0.222092652,-0.028516186,-0.669459539,0.05441408,-0.334853531,-0.472011451,-1.254124778,1.134634909,0.615590724,0.918108308,0.643006931,-0.62280652,-0.124455988,-0.072452491,-0.15573374,-0.118595564,0.240849266,0.677132619,-0.326026012,0.032552108,0.056618355,1.0,0
155660.0,1.989077885,-1.332983368,0.173513339,-0.531956684,-1.634135646,0.305716488,-1.736174846,0.379668623,0.370685646,1.017129816,0.384286691,-0.218242483,-1.052957349,-0.024578103,0.592901493,-0.280474718,-0.737353167,2.450582459,-1.035440918,-0.576710923,-0.091473496,0.134650658,0.363998413,0.722245787,-0.781801812,0.560371396,0.000959698,-0.031006282,35.89,0
116702.0,-0.853381094,-0.277957387,3.355340422,-1.151114831,-1.241864465,0.996356162,-0.745389526,0.266862767,0.587887167,-0.060416106,-1.599764236,0.39254607,0.747040546,-2.015418215,-1.956091061,-1.909143266,0.306071533,1.177288857,-0.695942316,-0.219640184,-0.350122839,0.147284261,-0.341100937,1.216983666,0.320583599,0.778718854,0.037577596,-0.076308339,10.0,0
44010.0,-0.371309658,1.125492706,1.382510245,-0.161941626,0.272970214,-0.585435818,0.769999437,-0.099371747,-0.53387664,-0.343832539,-0.65020263,0.393066441,1.259568709,-0.115282632,0.758922105,0.289961352,-0.639499837,-0.330660571,0.19426809,0.181658643,-0.2488934,-0.592555172,-0.101757178,-0.102464119,-0.089771481,0.098354463,0.272811343,0.118189984,1.29,0
133292.0,1.895816672,-0.111575267,-1.787544151,0.339968719,0.243478872,-0.722964823,0.084753602,-0.118045912,0.756818635,-0.760467857,1.03654465,0.956843353,-0.043933655,-1.423609554,-0.754936484,0.257045084,0.873963753,0.581004373,0.426726445,-0.058059597,-0.186852335,-0.402003939,0.092918019,-0.517157041,-0.079182928,-0.088276982,-0.014406281,-0.023206885,59.14,0
127409.0,-1.167208721,0.759754423,-0.595749245,-2.699082035,0.931006244,-1.277800257,1.355542819,-0.234601248,0.705714977,-0.382933287,0.07588744,-0.215304399,-2.250287809,0.617667967,-1.686577683,-0.216727725,-0.698209616,-0.134260983,-0.287787149,-0.311863802,0.033295827,0.297513157,-0.194959609,-0.370589366,0.086530373,0.514857447,0.013600757,0.226211894,8.49,0
41487.0,1.086828997,0.20174146,-0.757937909,0.201581545,0.180085311,-1.02624092,0.489852342,-0.215569809,-0.412914023,-0.664075944,1.75061463,0.754638084,0.23952754,-0.931521119,0.302757954,0.806049777,0.589786953,0.295107414,0.431149283,0.196153758,-0.40266517,-1.419346517,0.008588313,-0.101445891,0.183340354,0.449564877,-0.089974112,0.041848745,101.68,0
67890.0,1.197949015,0.343805812,0.287047477,0.64166993,-0.114202612,-0.579018266,0.079722761,-0.117484522,-0.105815775,-0.356532782,0.30563769,0.789834751,1.09014921,-0.432960605,1.250084626,0.145793416,0.222864505,-0.854675287,-0.565317216,-0.03925539,-0.244869664,-0.647598627,0.1410325,0.058505722,0.170133438,0.12028701,-0.00237034,0.030734246,9.99,0
134763.0,1.843102494,-1.591637017,-0.242360806,-0.394381571,-1.497658633,0.472284671,-1.701736322,0.27138264,1.136590401,-0.072057895,-1.243995731,-0.461655649,0.412586087,-2.642381134,-0.581548769,1.624208756,1.184161105,-0.253002129,0.488730412,0.314982807,0.335218253,0.979907784,0.013635436,0.438696376,-0.299636937,-0.057407336,0.064109314,0.022158656,142.19,0
1308.0,-1.379848352,0.536719684,2.647870139,1.408111245,0.126442162,0.986524798,0.960250988,-0.629717419,1.729172657,1.346832248,-0.62245812,0.51621049,0.174168356,-2.023273381,-1.18504343,-2.036791199,0.653357692,-1.29434798,1.297445286,0.464674739,-0.666874111,-0.34357388,0.022137731,0.093532144,0.011292844,-0.503395427,-0.438189291,-0.346730811,43.8,0
131566.0,1.691894167,0.121546637,-1.203546677,3.696023055,0.573299884,0.054561046,0.423105336,-0.122540383,-1.035335429,1.495865821,-1.428801318,-0.873152004,-0.617421821,0.56916149,-0.158704429,1.047207474,-0.973154718,-0.000244434,-1.694511961,-0.004322327,0.288956894,0.438595594,-0.047338682,0.551333309,0.093576154,0.095735008,-0.083794113,-0.02318966,150.57,0
153134.0,1.921764185,-1.553827353,-2.495892176,-2.730922329,-0.335475784,-1.186995347,0.213039116,-0.503159522,0.768369472,-0.475201861,-1.063655542,0.424138501,0.367132005,0.492224885,1.116263313,-2.768947264,0.097130411,1.293142212,0.37985593,-0.1942563,-0.15248254,-0.149842542,-0.138149666,0.279061886,0.357781837,-0.722900602,-0.002672877,-0.021814777,202.7,0
